Field,Career,Skills,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Marketing,Investment Banker,"Time Management, Python, Problem Solving",3.3778674070320003,7,1,2,1,3,1,3,4,3,0,3,2,0,1
Art,Animator,"Problem Solving, Team Leadership, Time Management",4.373364486385287,5,2,3,1,7,1,0,2,4,1,3,3,4,1
Business,Architectural Technologist,"Communication, SQL, Critical Thinking",3.316372576907834,0,1,4,0,9,1,2,1,2,2,0,1,3,0
Marketing,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",4.053464586126592,5,2,3,0,2,1,0,0,0,3,4,3,2,1
Art,Civil Engineer,"Python, Team Leadership, Problem Solving",2.5510455269735637,4,0,2,0,3,1,3,3,1,4,3,1,2,0
Physics,Acoustics Specialist,"Data Analysis, SQL, Critical Thinking",4.828666664154608,9,2,0,0,3,1,3,4,2,0,2,3,2,0
Business,Composer,"Communication, Research, Time Management",3.0612371170359336,4,0,0,0,3,0,0,4,1,1,0,0,4,0
Marketing,AI Researcher,"Team Leadership, Time Management, SQL",3.259599735439698,0,1,4,1,9,0,2,0,1,1,4,1,0,1
Finance,School Psychologist,"SQL, Creativity, Team Leadership",4.309167055115788,7,1,0,0,0,1,0,4,0,0,3,2,0,0
Computer Science,Industrial-Organizational Psychologist,"SQL, Team Leadership, Research",3.918066978523295,4,1,4,1,9,0,3,4,3,3,2,3,1,0
Psychology,Counselor,"Critical Thinking, SQL, Research",4.642337314840869,7,0,4,1,9,1,3,3,4,2,2,4,4,1
Marketing,Clinical Psychologist,"SQL, Problem Solving, Creativity",3.0262136866109532,1,0,1,0,8,0,3,3,0,3,3,2,2,1
Music,Software Developer,"Python, Creativity, Time Management",3.460838333890414,5,2,1,1,1,0,0,1,3,0,4,4,1,1
Psychology,Ecologist,"Python, Time Management, Communication",4.086077671033578,8,0,3,1,7,0,2,4,2,2,0,0,2,1
Finance,Brand Manager,"Problem Solving, Communication, SQL",4.216357434482605,3,2,4,0,3,1,3,2,1,3,1,4,0,1
Finance,Cybersecurity Analyst,"Research, Python, SQL",3.6669887023445042,4,2,3,1,0,1,1,1,3,4,4,1,0,1
Music,School Counselor,"Problem Solving, Creativity, Research",4.74296977693581,8,1,2,0,1,0,2,3,1,0,2,1,0,1
Finance,Chemical Engineer,"Problem Solving, Time Management, Research",4.471425041374724,6,1,2,1,5,0,2,0,4,0,0,2,3,0
Education,Risk Analyst,"Time Management, Critical Thinking, Research",2.6399674480363995,9,0,0,1,9,1,1,0,3,2,0,2,1,1
Chemistry,Art Therapist,"SQL, Research, Python",3.083376708680133,7,1,2,0,7,0,3,4,3,2,2,2,0,1
Physics,Artist,"Python, Team Leadership, Creativity",3.3601788267132315,3,1,4,1,5,1,3,2,0,4,0,4,3,1
Engineering,Illustrator,"Time Management, Problem Solving, Communication",4.185927471061738,6,1,1,1,3,0,0,4,3,4,0,0,2,0
Finance,Nuclear Physicist,"Problem Solving, Time Management, Research",2.8239598153946504,5,1,3,1,9,1,4,4,2,0,1,1,1,1
Architecture,Principal,"SQL, Problem Solving, Communication",3.8261018957655852,4,1,4,1,3,0,4,2,1,0,3,0,4,0
Chemistry,Financial Analyst,"Critical Thinking, Creativity, Data Analysis",2.565122962762307,8,0,4,1,6,0,3,0,4,1,2,4,4,1
Medicine,Doctor,"Data Analysis, Communication, Critical Thinking",2.9771229974897913,2,2,4,1,2,0,4,4,1,4,4,2,0,0
Architecture,Analytical Chemist,"Team Leadership, Problem Solving, Creativity",4.431203229024433,3,1,2,0,7,0,0,0,2,3,1,1,4,0
Finance,Music Teacher,"Creativity, Team Leadership, Critical Thinking",3.323625073947083,0,2,2,0,7,1,1,3,1,0,2,2,2,1
Psychology,Astronomer,"Problem Solving, Communication, SQL",4.512344350811591,5,0,4,0,4,0,4,1,4,3,1,0,2,0
Computer Science,School Psychologist,"Critical Thinking, Time Management, Team Leadership",3.8431551277480565,4,1,0,1,1,1,0,3,2,4,0,1,1,0
Biology,Data Scientist,"Research, SQL, Creativity",4.803437044793851,6,1,0,1,1,0,3,4,4,2,0,1,2,1
Computer Science,Graphic Designer,"Time Management, Research, Critical Thinking",4.33835016757535,3,2,2,1,0,1,0,3,3,0,1,2,4,0
Art,Legal Secretary,"Problem Solving, Python, Data Analysis",4.359511978599652,1,1,4,1,4,1,3,0,0,1,2,3,2,1
Biology,Chemical Engineer,"Time Management, Critical Thinking, Research",4.063046670779596,0,2,3,0,4,0,1,1,3,0,1,0,4,1
Music,Credit Analyst,"Creativity, Data Analysis, Critical Thinking",3.390864676071935,8,0,1,1,6,1,1,4,1,2,2,2,2,1
Psychology,Art Therapist,"Time Management, Python, Creativity",3.3175442628393967,6,1,1,0,0,0,1,3,0,1,2,1,3,0
Law,Conductor,"Time Management, Communication, Data Analysis",3.138475980734147,2,0,3,1,4,0,3,2,4,2,0,0,3,1
Education,School Psychologist,"Problem Solving, Creativity, Critical Thinking",3.1460834850634587,1,2,4,1,2,1,0,3,1,1,1,1,3,0
Chemistry,Advertising Manager,"SQL, Time Management, Critical Thinking",4.2139921330030115,4,1,1,0,6,0,4,2,1,0,1,3,2,1
Medicine,Principal,"Problem Solving, Python, Team Leadership",3.1085729649839013,9,0,4,0,0,0,3,0,4,1,4,1,2,0
Finance,Web Developer,"Critical Thinking, Team Leadership, Time Management",3.449015344171404,8,1,4,0,6,1,4,3,1,4,4,4,3,0
Music,Zoologist,"Time Management, Team Leadership, Critical Thinking",4.647474894702985,8,2,1,0,7,1,2,0,4,2,2,2,3,1
Chemistry,Special Education Teacher,"Communication, Team Leadership, Python",4.547693908743774,3,1,0,0,6,1,3,0,1,2,1,0,2,1
Architecture,Musician,"SQL, Communication, Creativity",4.772453481179042,0,2,0,1,2,0,4,3,1,0,0,1,1,0
Psychology,Geneticist,"Team Leadership, Communication, Time Management",2.8277537507216692,4,1,4,1,8,0,2,3,2,4,1,1,2,1
Psychology,Sound Engineer,"Python, Time Management, SQL",4.8067514263423154,7,1,3,1,0,1,4,3,1,3,1,4,4,1
Engineering,Legal Analyst,"SQL, Time Management, Critical Thinking",4.714535122220984,6,0,4,1,5,0,1,1,4,3,3,2,2,0
Art,Market Research Analyst,"Creativity, Problem Solving, Python",3.378185865659905,8,2,2,1,8,0,0,3,3,1,4,1,4,1
Finance,Ecologist,"Time Management, Team Leadership, Python",4.808933208196011,0,1,2,0,3,0,4,1,2,4,2,0,2,1
Medicine,Fluid Mechanics Engineer,"Critical Thinking, Python, Creativity",3.748767913260715,3,0,0,1,7,0,2,2,1,1,0,1,4,0
Engineering,Financial Controller,"Creativity, Team Leadership, Python",3.051031028461014,3,0,2,1,1,1,0,4,0,2,1,1,3,1
Psychology,Mechanical Engineer,"Time Management, Team Leadership, Research",4.821562014946679,1,1,2,0,0,0,1,2,3,0,0,2,3,0
Education,Nurse,"Problem Solving, Data Analysis, Python",4.980927011469088,4,1,1,0,0,1,0,2,4,0,2,0,4,0
Marketing,Dentist,"SQL, Research, Problem Solving",4.72479522847457,3,2,4,1,6,0,1,3,1,2,3,3,2,0
Chemistry,Animator,"Creativity, SQL, Python",4.2964224793566395,2,0,0,0,5,0,3,3,0,4,4,1,3,1
Chemistry,Acoustics Specialist,"SQL, Creativity, Critical Thinking",2.9593887169799467,5,2,0,0,2,1,1,4,1,0,0,3,3,1
Psychology,Physician Assistant,"Problem Solving, Data Analysis, SQL",4.456539936466184,5,1,4,0,8,1,2,2,3,4,2,2,1,0
Marketing,Web Developer,"Problem Solving, Data Analysis, Critical Thinking",4.835812860904177,2,0,3,0,6,1,0,0,0,4,1,4,4,1
Education,Biochemist,"Data Analysis, Creativity, Communication",4.477233747705307,7,2,0,1,2,1,4,4,1,3,3,3,3,0
Physics,Industrial-Organizational Psychologist,"Data Analysis, Creativity, Team Leadership",3.241098860099086,1,0,0,1,3,0,3,4,2,3,3,4,3,0
Medicine,Inorganic Chemist,"Time Management, Creativity, SQL",3.5669404505741036,8,2,3,1,0,1,2,3,4,1,0,4,1,0
Education,Music Therapist,"Team Leadership, Research, Time Management",4.177935245304035,9,0,1,0,8,1,1,0,3,0,0,2,0,1
Medicine,Biochemist,"Critical Thinking, Research, Team Leadership",2.6271768183205393,8,0,4,1,5,1,2,3,2,3,3,2,0,1
Computer Science,School Counselor,"Problem Solving, Python, SQL",4.344768245042317,5,0,2,1,2,0,4,0,3,4,1,3,1,1
Art,Animator,"Critical Thinking, Research, Problem Solving",3.789357975421558,1,1,0,0,1,0,1,3,3,0,0,0,4,1
Biology,Fluid Mechanics Engineer,"Problem Solving, Time Management, Creativity",3.928642963039576,4,0,2,0,7,0,2,0,3,3,3,2,0,1
Medicine,Architectural Technologist,"Creativity, Critical Thinking, Research",4.028341072084936,7,1,0,1,3,0,0,4,0,4,2,3,3,1
Music,Cybersecurity Analyst,"Data Analysis, Team Leadership, Critical Thinking",4.298201953119278,5,2,0,1,5,1,1,2,2,1,2,4,4,0
Finance,Civil Engineer,"Team Leadership, Data Analysis, Research",2.9834533970070503,9,0,4,1,5,1,3,2,2,0,2,2,2,0
Computer Science,Market Research Analyst,"Time Management, Research, Critical Thinking",3.6091768019156296,0,0,2,1,8,0,3,1,3,4,0,4,4,0
Marketing,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",4.764517565274288,4,2,0,1,9,0,2,0,1,0,1,1,2,0
Psychology,Musician,"Critical Thinking, Research, Team Leadership",2.7517804605326184,9,0,2,1,7,1,4,1,3,4,4,3,1,1
Music,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",3.7190792508057386,1,1,2,0,7,0,0,3,4,0,1,3,3,0
Finance,Music Therapist,"SQL, Research, Team Leadership",2.9353213428420806,1,2,2,1,8,1,0,2,3,1,3,1,1,1
Art,Chemist,"Analytical Chemistry, Lab Techniques, Spectroscopy",4.342861639465627,2,2,0,0,5,1,2,1,0,0,1,0,3,1
Marketing,Organic Chemist,"Critical Thinking, Data Analysis, Python",4.56814178330513,1,0,2,1,5,0,3,3,1,0,2,2,1,0
Finance,Social Media Manager,"Python, Critical Thinking, Problem Solving",2.9704679073900304,9,1,3,1,7,0,0,2,1,0,0,2,4,0
Biology,School Counselor,"Time Management, Team Leadership, Research",4.344858094704018,1,2,0,1,5,1,2,2,0,3,2,4,4,1
Computer Science,Legal Analyst,"Creativity, SQL, Research",4.671902536104497,9,0,3,0,4,1,2,2,1,2,2,2,0,0
Art,Construction Manager,"Python, Team Leadership, Communication",2.7198327092375463,7,2,3,0,0,0,1,1,2,1,3,0,4,0
Finance,Ecologist,"SQL, Research, Communication",3.5323534792552627,9,0,1,1,4,1,4,2,4,3,0,3,4,1
Biology,Legal Consultant,"Time Management, SQL, Data Analysis",2.9143090222245562,5,1,4,1,4,0,4,4,1,1,1,2,2,1
Music,Marketing Manager,"Problem Solving, SQL, Data Analysis",2.760950473648621,9,1,3,1,2,0,1,1,1,0,4,1,4,1
Art,Principal,"Critical Thinking, Communication, Python",2.8561977253312523,6,2,1,1,8,0,2,2,1,2,0,1,2,1
Architecture,Artist,"Communication, SQL, Critical Thinking",4.354334623011409,3,1,4,1,8,0,3,2,1,2,4,0,2,1
Architecture,Biochemist,"Creativity, Python, SQL",4.197509132450762,4,0,4,0,5,1,3,4,4,4,1,1,2,1
Architecture,Astronomer,"SQL, Time Management, Team Leadership",4.680409717030596,8,0,4,0,4,1,4,3,4,0,1,4,3,1
Chemistry,Art Director,"Creative Thinking, Graphic Design, Adobe Suite",3.4437773833310814,6,0,3,1,1,1,1,2,0,0,3,4,0,0
Architecture,Microbiologist,"Data Analysis, Research, Team Leadership",2.5256488234066947,9,2,4,0,0,0,3,4,0,1,1,3,0,1
Business,Marketing Manager,"Problem Solving, Creativity, Critical Thinking",2.5132314602105175,3,0,0,1,0,1,2,2,1,3,1,0,3,1
Medicine,Market Research Analyst,"SQL, Time Management, Problem Solving",3.6647184137719657,3,0,2,1,3,1,2,4,0,0,4,2,1,0
Business,Sound Engineer,"SQL, Time Management, Team Leadership",2.7289005251178917,3,0,3,1,2,0,3,2,2,4,4,1,4,1
Psychology,Fluid Mechanics Engineer,"Problem Solving, Critical Thinking, Data Analysis",4.076643292842076,9,1,3,1,2,1,3,1,3,2,1,0,4,0
Biology,Mechanical Engineer,"Data Analysis, Time Management, SQL",3.272890533188762,1,1,2,1,6,0,1,1,1,3,4,4,0,1
Biology,Civil Engineer,"Data Analysis, Communication, SQL",2.834580748346559,6,0,2,0,8,1,0,0,4,3,3,4,2,0
Art,Doctor,"Data Analysis, Python, SQL",4.181861331854694,8,2,0,1,1,0,2,2,4,0,3,3,2,0
Art,Legal Analyst,"SQL, Time Management, Data Analysis",4.402460665635353,2,0,0,1,0,1,3,4,2,2,0,1,3,1
Finance,Nuclear Physicist,"Research, Problem Solving, Time Management",4.518200174260112,3,2,2,1,4,0,2,0,2,1,4,2,4,0
Art,Quantum Physicist,"Research, Critical Thinking, Problem Solving",4.723955542724614,4,2,3,0,7,1,0,0,2,1,3,3,3,1
Education,Marketing Manager,"Time Management, Research, Data Analysis",4.151920808456045,9,2,3,0,4,1,2,4,3,4,2,0,0,0
Business,Musician,"Research, Problem Solving, Creativity",3.1048802327346414,4,2,3,1,8,1,1,0,0,4,2,4,3,0
Music,Biologist,"Time Management, Problem Solving, Team Leadership",3.967222298705452,8,0,4,1,8,0,0,1,4,1,0,0,3,0
Education,Construction Manager,"Research, Critical Thinking, Creativity",3.8252737105927554,2,1,0,1,9,0,0,4,0,3,3,1,2,1
Art,Clinical Psychologist,"SQL, Creativity, Time Management",3.5502808306638958,0,0,4,0,1,1,2,2,2,2,4,1,0,0
Physics,Legal Consultant,"Team Leadership, Research, Problem Solving",4.824588974607893,3,0,3,1,0,0,2,3,0,2,2,3,2,1
Chemistry,Art Therapist,"Time Management, Problem Solving, Critical Thinking",3.8341502233037694,1,0,3,1,7,0,2,4,3,2,3,2,2,1
Medicine,Financial Analyst,"Problem Solving, SQL, Communication",3.5539391375531117,9,0,3,0,2,1,2,3,3,3,4,1,2,0
Psychology,Conductor,"Data Analysis, Communication, Problem Solving",4.703143330513692,4,1,2,1,5,0,2,2,4,4,3,3,3,1
Computer Science,Biologist,"Time Management, Python, Team Leadership",4.411733386936261,1,1,4,1,8,1,2,0,3,3,2,0,2,0
Computer Science,Paralegal,"Communication, Problem Solving, Team Leadership",2.5356699787629964,1,0,2,1,5,0,4,3,3,2,0,2,2,1
Physics,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",2.9363410513992676,6,1,0,1,5,1,4,0,1,2,2,1,2,0
Marketing,Accountant,"Research, Time Management, Python",3.2064533472838805,4,2,2,0,8,1,0,0,1,0,0,0,0,1
Engineering,Game Developer,"Creativity, Critical Thinking, Team Leadership",4.708222272593321,4,1,3,1,3,0,2,1,4,4,1,0,0,1
Architecture,Construction Manager,"Data Analysis, Python, Creativity",3.440217203635134,8,1,1,0,7,0,1,1,0,2,4,1,1,1
Engineering,Artist,"Critical Thinking, Python, Time Management",3.3565691637038517,2,1,2,1,6,0,1,2,2,2,4,3,0,0
Business,Microbiologist,"Research, Team Leadership, Communication",3.738395102140574,2,0,1,0,6,1,2,2,0,2,4,2,0,0
Chemistry,Architectural Technologist,"Research, SQL, Creativity",2.731768836846567,8,1,1,0,5,0,4,4,3,0,1,2,2,1
Computer Science,Teacher,"Team Leadership, Research, Critical Thinking",3.917683262909458,5,1,3,1,7,0,4,3,1,3,2,3,4,0
Marketing,Counselor,"SQL, Problem Solving, Critical Thinking",3.1790417396027655,8,0,1,0,4,0,4,4,2,2,4,2,0,1
Education,Risk Analyst,"Critical Thinking, Time Management, SQL",4.841937018234697,7,2,3,0,1,0,1,1,4,4,0,4,0,0
Art,Clinical Psychologist,"Communication, Research, Critical Thinking",3.0638052272323404,3,0,3,0,1,0,1,3,0,4,3,0,1,0
Music,Architect,"Python, SQL, Creativity",3.869131920831397,6,2,4,1,2,1,4,0,0,2,2,4,0,1
Computer Science,Legal Analyst,"Python, Creativity, Data Analysis",3.0268302371003775,5,2,3,1,5,1,4,0,0,4,0,4,4,1
Music,Urban Planner,"GIS, Urban Design, Zoning Laws",3.867204214327268,8,1,2,0,8,1,1,2,3,4,2,1,2,0
Art,Inorganic Chemist,"Data Analysis, Time Management, SQL",3.0685499357995267,8,1,4,1,8,0,0,0,3,1,1,0,3,0
Music,School Psychologist,"Communication, Team Leadership, Problem Solving",2.8882188489333553,5,1,0,0,4,0,2,1,0,1,1,4,2,1
Art,Pharmacist,"Communication, Time Management, Creativity",2.9181126087389013,4,2,0,1,4,0,3,2,2,3,0,1,4,1
Psychology,Entrepreneur,"SQL, Team Leadership, Time Management",3.1108036567044306,0,1,3,0,4,1,1,2,0,0,1,0,1,0
Marketing,Special Education Teacher,"Team Leadership, SQL, Time Management",4.277103612386243,1,2,2,0,0,0,4,3,0,2,3,2,0,1
Chemistry,Entrepreneur,"Python, SQL, Critical Thinking",3.3794785205493696,5,0,2,0,2,1,0,0,3,0,3,1,3,0
Chemistry,Teacher,"Critical Thinking, Research, Communication",2.850011666367818,7,0,4,0,3,0,2,0,2,3,0,1,3,0
Biology,Entrepreneur,"Critical Thinking, Creativity, Data Analysis",3.557105168403134,2,0,4,1,1,0,1,0,1,3,0,1,4,1
Marketing,Marketing Specialist,"Research, Python, Problem Solving",2.796519579678307,3,1,4,1,3,0,3,4,3,1,2,4,4,1
Art,Electrical Engineer,"Creativity, Team Leadership, Time Management",2.866797572838001,8,2,1,1,0,0,2,4,0,1,0,2,0,0
Chemistry,Manager,"Leadership, Project Management, Strategic Planning",4.306621692362974,1,0,0,0,2,1,3,1,4,1,0,3,3,0
Art,Biologist,"Python, Data Analysis, Time Management",4.7591006671448275,3,2,1,0,8,0,3,4,1,0,3,3,4,0
Physics,Biologist,"Creativity, Python, Team Leadership",2.8316023118513782,1,1,0,0,9,0,1,4,2,0,0,3,1,1
Biology,Financial Advisor,"Time Management, Communication, Creativity",4.7132498636351325,3,1,2,0,7,0,2,0,2,1,2,0,3,0
Engineering,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",4.2628855911741415,8,1,2,0,6,1,0,0,2,2,3,0,3,1
Law,Legal Consultant,"Python, Research, Communication",3.8518899064132643,7,1,1,0,6,0,4,4,0,0,3,1,4,0
Medicine,Architectural Technologist,"Problem Solving, Critical Thinking, Python",2.8790280779399966,4,2,0,1,8,0,3,4,1,3,1,4,2,1
Art,School Counselor,"Problem Solving, Team Leadership, Creativity",4.418575470118504,7,1,0,1,7,0,3,1,3,3,2,3,0,0
Engineering,Music Teacher,"Critical Thinking, Problem Solving, Research",4.884265836901594,3,1,2,1,8,0,3,0,1,3,0,4,4,0
Education,Advertising Manager,"SQL, Research, Problem Solving",4.973785263426415,6,1,2,1,0,0,3,1,3,2,0,2,1,0
Medicine,Special Education Teacher,"SQL, Python, Team Leadership",2.5426173907564205,1,2,2,0,4,1,3,3,0,0,3,0,4,0
Architecture,Music Therapist,"Communication, Problem Solving, Data Analysis",3.770678446434217,0,0,4,0,3,0,4,3,1,3,2,3,3,1
Engineering,Astronomer,"Research, Data Analysis, Communication",3.9086450730757405,0,1,0,1,6,1,4,1,4,2,4,0,0,0
Medicine,Architectural Technologist,"Critical Thinking, Communication, Python",4.131444350282565,0,0,3,0,4,1,0,4,4,3,1,2,1,0
Finance,Industrial-Organizational Psychologist,"Python, SQL, Problem Solving",3.9971358200205875,2,0,1,0,9,1,0,2,2,3,2,3,0,0
Marketing,Web Developer,"Problem Solving, Team Leadership, SQL",4.745306457591099,4,0,3,1,4,0,0,2,4,4,0,2,4,0
Law,Quantum Physicist,"Critical Thinking, Research, Python",3.029892148904037,1,0,3,1,0,1,1,4,0,3,1,3,0,1
Architecture,Music Teacher,"Data Analysis, Python, Communication",4.6893471051800875,8,0,4,1,1,0,0,4,0,1,4,0,2,0
Psychology,Marketing Manager,"Critical Thinking, Data Analysis, Python",3.6896319603976315,5,1,4,0,7,0,3,0,1,3,2,0,2,1
Education,Marketing Specialist,"Team Leadership, Problem Solving, SQL",4.613771264348237,4,0,0,1,8,1,4,0,2,2,1,1,2,0
Music,Electrical Engineer,"Python, Problem Solving, Creativity",2.754869115007692,4,1,1,1,4,0,0,2,1,0,4,3,2,0
Medicine,Education Administrator,"Curriculum Design, Policy Management, Staff Supervision",4.1627748971702685,4,0,2,1,2,1,3,1,4,4,0,2,2,1
Music,Accountant,"Research, Critical Thinking, Creativity",3.177666655641671,5,2,2,1,2,0,1,0,0,0,0,1,4,0
Psychology,Counselor,"Creativity, SQL, Communication",3.377519220464369,3,1,0,1,1,0,4,4,1,2,3,4,3,0
Engineering,AI Researcher,"SQL, Team Leadership, Creativity",4.252644077853631,5,0,1,0,6,0,0,2,1,0,0,3,0,0
Computer Science,Mechanical Engineer,"Problem Solving, Team Leadership, Critical Thinking",3.800676046,8,1,3,0,3,0,1,2,3,0,0,4,1,0
Marketing,Market Research Analyst,"Research, Team Leadership, Data Analysis",3.9547228021474297,3,2,4,0,7,0,4,1,0,1,1,1,4,0
Engineering,Geneticist,"Research, Problem Solving, Time Management",4.852499006552042,2,2,1,1,7,0,2,3,3,3,0,2,1,0
Psychology,Forensic Psychologist,"Research, Time Management, Communication",4.536047793796749,4,1,3,0,7,0,4,1,2,3,1,0,2,0
Art,Pharmacist,"Problem Solving, Data Analysis, Research",3.0121161391577225,4,1,3,0,6,0,2,3,0,0,1,0,0,1
Biology,Psychologist,"Time Management, Python, Communication",2.8696107163779097,1,1,1,0,7,0,0,1,3,4,2,1,2,1
Medicine,Biochemist,"Team Leadership, Problem Solving, Communication",4.409779211049093,6,2,3,1,0,1,0,0,1,4,4,4,1,0
Chemistry,Construction Manager,"Research, Critical Thinking, Communication",2.803292197571707,8,2,4,1,9,1,2,3,0,4,0,2,3,0
Physics,Psychologist,"SQL, Team Leadership, Time Management",3.738184662899928,8,0,3,1,1,0,0,4,1,2,0,2,1,0
Architecture,Digital Marketing Specialist,"Research, Data Analysis, Python",4.3385171481615785,2,2,3,1,7,0,4,1,3,0,2,0,1,1
Engineering,Aerospace Engineer,"Critical Thinking, SQL, Python",3.641574903796407,5,1,0,0,0,1,0,2,2,2,4,4,2,0
Psychology,Construction Manager,"Time Management, Team Leadership, Critical Thinking",3.2692478505841702,1,1,2,1,7,1,2,1,3,1,1,3,2,1
Law,Nurse,"Team Leadership, Creativity, SQL",4.695868552402842,0,1,4,1,6,1,0,1,2,2,4,3,4,1
Marketing,Dentist,"Problem Solving, Critical Thinking, Python",4.900058149579758,5,1,2,0,5,1,4,3,0,4,1,0,1,0
Computer Science,Financial Analyst,"SQL, Data Analysis, Communication",2.686156194027847,4,0,2,0,6,0,0,1,2,4,1,3,3,1
Art,Mechanical Engineer,"Critical Thinking, Python, SQL",3.775635204426979,9,1,4,1,1,0,1,3,2,4,0,2,0,1
Physics,Teacher,"Time Management, Communication, Problem Solving",3.3583684820586295,1,0,0,1,6,0,4,2,4,0,0,3,1,0
Finance,Clinical Psychologist,"Creativity, Problem Solving, SQL",3.5309634993562935,8,2,2,1,2,0,2,0,1,4,2,2,4,1
Biology,Data Scientist,"SQL, Creativity, Problem Solving",2.5880385563014148,9,0,4,1,8,1,4,0,4,3,3,4,2,1
Medicine,Brand Manager,"SQL, Research, Data Analysis",3.530796526825529,3,0,2,0,0,0,0,4,4,1,3,2,1,1
Biology,Accountant,"Creativity, Team Leadership, SQL",4.657174482564422,9,2,0,1,7,1,3,1,4,0,0,0,0,0
Marketing,Conductor,"Time Management, SQL, Data Analysis",3.0708028590315584,3,1,4,1,8,0,4,0,2,4,4,3,2,0
Music,Forensic Psychologist,"Python, Data Analysis, Creativity",4.5518637302856035,3,2,1,0,1,0,1,1,0,1,1,0,0,1
Physics,Marketing Specialist,"Data Analysis, Critical Thinking, Time Management",3.261833800139888,2,1,4,1,9,1,0,4,2,0,4,0,1,1
